count,date,time,team,timestamp,seconds_after_start,success,person,treatment
306,2024-11-01,16:10:58.651,js,2024-11-01 16:10:58.651,2158.651,False,,0.0
307,2024-11-01,16:10:58.870,js,2024-11-01 16:10:58.870,2158.87,False,,0.0
308,2024-11-01,16:11:03.097,js,2024-11-01 16:11:03.097,2163.097,True,,0.0
309,2024-11-01,16:11:24.472,js,2024-11-01 16:11:24.472,2184.472,False,,0.0
310,2024-11-01,16:11:24.714,js,2024-11-01 16:11:24.714,2184.714,False,,0.0
311,2024-11-01,16:11:29.970,js,2024-11-01 16:11:29.970,2189.97,True,,0.0
312,2024-11-01,16:11:30.106,js,2024-11-01 16:11:30.106,2190.106,True,,0.0
313,2024-11-01,16:11:49.433,js,2024-11-01 16:11:49.433,2209.433,False,,0.0
314,2024-11-01,16:11:49.708,js,2024-11-01 16:11:49.708,2209.708,False,,0.0
315,2024-11-01,16:11:49.933,js,2024-11-01 16:11:49.933,2209.933,False,,0.0
316,2024-11-01,16:12:00.810,js,2024-11-01 16:12:00.810,2220.81,False,,0.0
317,2024-11-01,16:12:01.042,js,2024-11-01 16:12:01.042,2221.042,False,,0.0
318,2024-11-01,16:12:01.384,js,2024-11-01 16:12:01.384,2221.384,False,,0.0
319,2024-11-01,16:12:01.764,js,2024-11-01 16:12:01.764,2221.764,False,,0.0
320,2024-11-01,16:12:13.439,js,2024-11-01 16:12:13.439,2233.439,False,,0.0
321,2024-11-01,16:12:16.969,js,2024-11-01 16:12:16.969,2236.969,False,,0.0
322,2024-11-01,16:12:20.895,js,2024-11-01 16:12:20.895,2240.895,False,,0.0
323,2024-11-01,16:12:21.511,js,2024-11-01 16:12:21.511,2241.511,False,,0.0
324,2024-11-01,16:12:22.423,js,2024-11-01 16:12:22.423,2242.423,False,,0.0
325,2024-11-01,16:12:40.050,js,2024-11-01 16:12:40.050,2260.05,False,,0.0
326,2024-11-01,16:12:40.608,js,2024-11-01 16:12:40.608,2260.608,False,,0.0
327,2024-11-01,16:12:46.584,js,2024-11-01 16:12:46.584,2266.584,True,,0.0
328,2024-11-01,16:12:47.284,js,2024-11-01 16:12:47.284,2267.284,False,,0.0
329,2024-11-01,16:12:57.485,js,2024-11-01 16:12:57.485,2277.485,False,,0.0
330,2024-11-01,16:12:57.672,js,2024-11-01 16:12:57.672,2277.672,False,,0.0
331,2024-11-01,16:13:11.140,js,2024-11-01 16:13:11.140,2291.14,False,,0.0
332,2024-11-01,16:13:11.615,js,2024-11-01 16:13:11.615,2291.615,False,,0.0
333,2024-11-01,16:13:16.499,js,2024-11-01 16:13:16.499,2296.499,False,,0.0
334,2024-11-01,16:13:21.901,js,2024-11-01 16:13:21.901,2301.901,False,,0.0
335,2024-11-01,16:13:24.840,js,2024-11-01 16:13:24.840,2304.84,False,,0.0
336,2024-11-01,16:13:25.649,js,2024-11-01 16:13:25.649,2305.649,False,,0.0
337,2024-11-01,16:13:37.359,js,2024-11-01 16:13:37.359,2317.359,False,,0.0
338,2024-11-01,16:13:37.908,js,2024-11-01 16:13:37.908,2317.908,False,,0.0
339,2024-11-01,16:13:41.474,js,2024-11-01 16:13:41.474,2321.474,True,,0.0
340,2024-11-01,16:13:43.562,js,2024-11-01 16:13:43.562,2323.562,False,,0.0
341,2024-11-01,16:13:49.075,js,2024-11-01 16:13:49.075,2329.075,False,,0.0
342,2024-11-01,16:13:49.427,js,2024-11-01 16:13:49.427,2329.427,False,,0.0
343,2024-11-01,16:13:53.877,js,2024-11-01 16:13:53.877,2333.877,False,,0.0
344,2024-11-01,16:13:54.509,js,2024-11-01 16:13:54.509,2334.509,False,,0.0
345,2024-11-01,16:13:54.718,js,2024-11-01 16:13:54.718,2334.718,False,,0.0
346,2024-11-01,16:13:54.925,js,2024-11-01 16:13:54.925,2334.925,False,,0.0
347,2024-11-01,16:13:58.601,js,2024-11-01 16:13:58.601,2338.601,False,,0.0
348,2024-11-01,16:14:03.111,js,2024-11-01 16:14:03.111,2343.111,False,,0.0
349,2024-11-01,16:14:03.344,js,2024-11-01 16:14:03.344,2343.344,False,,0.0
350,2024-11-01,16:14:03.589,js,2024-11-01 16:14:03.589,2343.589,False,,0.0
351,2024-11-01,16:14:21.875,js,2024-11-01 16:14:21.875,2361.875,False,,0.0
352,2024-11-01,16:14:30.995,js,2024-11-01 16:14:30.995,2370.995,False,,0.0
353,2024-11-01,16:14:31.225,js,2024-11-01 16:14:31.225,2371.225,False,,0.0
354,2024-11-01,16:14:53.309,js,2024-11-01 16:14:53.309,2393.309,False,,0.0
355,2024-11-01,16:15:03.771,js,2024-11-01 16:15:03.771,2403.771,False,,0.0
356,2024-11-01,16:15:03.972,js,2024-11-01 16:15:03.972,2403.972,False,,0.0
357,2024-11-01,16:15:13.088,js,2024-11-01 16:15:13.088,2413.088,False,,0.0
358,2024-11-01,16:15:20.003,js,2024-11-01 16:15:20.003,2420.003,False,,0.0
359,2024-11-01,16:15:24.991,js,2024-11-01 16:15:24.991,2424.991,True,,0.0
360,2024-11-01,16:15:25.154,js,2024-11-01 16:15:25.154,2425.154,False,,0.0
361,2024-11-01,16:15:27.033,js,2024-11-01 16:15:27.033,2427.033,False,,0.0
362,2024-11-01,16:15:27.183,js,2024-11-01 16:15:27.183,2427.183,False,,0.0
363,2024-11-01,16:15:31.798,js,2024-11-01 16:15:31.798,2431.798,False,,0.0
364,2024-11-01,16:15:32.063,js,2024-11-01 16:15:32.063,2432.063,False,,0.0
365,2024-11-01,16:15:33.421,js,2024-11-01 16:15:33.421,2433.421,False,,0.0
366,2024-11-01,16:15:44.717,js,2024-11-01 16:15:44.717,2444.717,False,,0.0
367,2024-11-01,16:15:49.010,js,2024-11-01 16:15:49.010,2449.01,True,,0.0
368,2024-11-01,16:15:50.772,js,2024-11-01 16:15:50.772,2450.772,False,,0.0
369,2024-11-01,16:16:06.815,js,2024-11-01 16:16:06.815,2466.815,True,,0.0
370,2024-11-01,16:16:39.134,js,2024-11-01 16:16:39.134,2499.134,False,,0.0
371,2024-11-01,16:16:39.317,js,2024-11-01 16:16:39.317,2499.317,False,,0.0
372,2024-11-01,16:16:47.121,js,2024-11-01 16:16:47.121,2507.121,False,,0.0
373,2024-11-01,16:16:54.621,js,2024-11-01 16:16:54.621,2514.621,False,,0.0
374,2024-11-01,16:17:11.257,js,2024-11-01 16:17:11.257,2531.257,False,,0.0
375,2024-11-01,16:17:15.320,js,2024-11-01 16:17:15.320,2535.32,True,,0.0
376,2024-11-01,16:17:27.804,js,2024-11-01 16:17:27.804,2547.804,False,,0.0
377,2024-11-01,16:17:28.596,js,2024-11-01 16:17:28.596,2548.596,False,,0.0
378,2024-11-01,16:17:28.963,js,2024-11-01 16:17:28.963,2548.963,False,,0.0
379,2024-11-01,16:17:29.629,js,2024-11-01 16:17:29.629,2549.629,True,,0.0
380,2024-11-01,16:17:58.106,js,2024-11-01 16:17:58.106,2578.106,True,,0.0
381,2024-11-01,16:18:02.809,js,2024-11-01 16:18:02.809,2582.809,False,,0.0
382,2024-11-01,16:18:03.106,js,2024-11-01 16:18:03.106,2583.106,False,,0.0
383,2024-11-01,16:18:21.986,js,2024-11-01 16:18:21.986,2601.986,False,,0.0
384,2024-11-01,16:18:22.161,js,2024-11-01 16:18:22.161,2602.161,True,,0.0
385,2024-11-01,16:18:27.913,js,2024-11-01 16:18:27.913,2607.913,False,,0.0
386,2024-11-01,16:18:39.871,js,2024-11-01 16:18:39.871,2619.871,False,,0.0
387,2024-11-01,16:18:54.864,js,2024-11-01 16:18:54.864,2634.864,False,,0.0
388,2024-11-01,16:19:05.125,js,2024-11-01 16:19:05.125,2645.125,False,,0.0
389,2024-11-01,16:19:15.965,js,2024-11-01 16:19:15.965,2655.965,True,,0.0
390,2024-11-01,16:19:16.174,js,2024-11-01 16:19:16.174,2656.174,False,,0.0
391,2024-11-01,16:19:21.656,js,2024-11-01 16:19:21.656,2661.656,False,,0.0
392,2024-11-01,16:19:21.941,js,2024-11-01 16:19:21.941,2661.941,False,,0.0
393,2024-11-01,16:19:22.307,js,2024-11-01 16:19:22.307,2662.307,False,,0.0
394,2024-11-01,16:19:22.604,js,2024-11-01 16:19:22.604,2662.604,False,,0.0
395,2024-11-01,16:19:28.873,js,2024-11-01 16:19:28.873,2668.873,False,,0.0
396,2024-11-01,16:19:29.204,js,2024-11-01 16:19:29.204,2669.204,False,,0.0
397,2024-11-01,16:19:29.533,js,2024-11-01 16:19:29.533,2669.533,False,,0.0
398,2024-11-01,16:19:30.508,js,2024-11-01 16:19:30.508,2670.508,True,,0.0
399,2024-11-01,16:19:52.159,js,2024-11-01 16:19:52.159,2692.159,True,,0.0
400,2024-11-01,16:19:52.418,js,2024-11-01 16:19:52.418,2692.418,False,,0.0
401,2024-11-01,16:19:52.701,js,2024-11-01 16:19:52.701,2692.701,True,,0.0
402,2024-11-01,16:19:55.944,js,2024-11-01 16:19:55.944,2695.944,False,,0.0
403,2024-11-01,16:20:04.318,js,2024-11-01 16:20:04.318,2704.318,False,,0.0
404,2024-11-01,16:22:03.898,js,2024-11-01 16:22:03.898,2823.898,False,,1.0
405,2024-11-01,16:22:11.783,js,2024-11-01 16:22:11.783,2831.783,True,,1.0
406,2024-11-01,16:22:11.921,js,2024-11-01 16:22:11.921,2831.921,False,,1.0
407,2024-11-01,16:22:16.155,js,2024-11-01 16:22:16.155,2836.155,False,,1.0
408,2024-11-01,16:22:22.865,js,2024-11-01 16:22:22.865,2842.865,False,,1.0
409,2024-11-01,16:22:33.764,js,2024-11-01 16:22:33.764,2853.764,False,,1.0
410,2024-11-01,16:22:35.889,js,2024-11-01 16:22:35.889,2855.889,True,,1.0
411,2024-11-01,16:22:45.968,js,2024-11-01 16:22:45.968,2865.968,True,,1.0
412,2024-11-01,16:22:58.237,js,2024-11-01 16:22:58.237,2878.237,False,,1.0
413,2024-11-01,16:23:07.654,js,2024-11-01 16:23:07.654,2887.654,False,,1.0
414,2024-11-01,16:23:07.887,js,2024-11-01 16:23:07.887,2887.887,False,,1.0
415,2024-11-01,16:23:08.137,js,2024-11-01 16:23:08.137,2888.137,False,,1.0
416,2024-11-01,16:23:08.483,js,2024-11-01 16:23:08.483,2888.483,False,,1.0
417,2024-11-01,16:23:08.846,js,2024-11-01 16:23:08.846,2888.846,False,,1.0
418,2024-11-01,16:23:09.312,js,2024-11-01 16:23:09.312,2889.312,False,,1.0
419,2024-11-01,16:23:09.747,js,2024-11-01 16:23:09.747,2889.747,False,,1.0
420,2024-11-01,16:23:23.313,js,2024-11-01 16:23:23.313,2903.313,False,,1.0
421,2024-11-01,16:23:28.379,js,2024-11-01 16:23:28.379,2908.379,False,,1.0
422,2024-11-01,16:23:38.181,js,2024-11-01 16:23:38.181,2918.181,True,,1.0
423,2024-11-01,16:23:41.680,js,2024-11-01 16:23:41.680,2921.68,True,,1.0
424,2024-11-01,16:24:03.041,js,2024-11-01 16:24:03.041,2943.041,True,,1.0
425,2024-11-01,16:24:03.224,js,2024-11-01 16:24:03.224,2943.224,True,,1.0
426,2024-11-01,16:24:03.447,js,2024-11-01 16:24:03.447,2943.447,True,,1.0
427,2024-11-01,16:24:03.714,js,2024-11-01 16:24:03.714,2943.714,True,,1.0
428,2024-11-01,16:24:10.212,js,2024-11-01 16:24:10.212,2950.212,False,,1.0
429,2024-11-01,16:24:11.351,js,2024-11-01 16:24:11.351,2951.351,False,,1.0
430,2024-11-01,16:24:20.916,js,2024-11-01 16:24:20.916,2960.916,False,,1.0
431,2024-11-01,16:24:21.334,js,2024-11-01 16:24:21.334,2961.334,False,,1.0
432,2024-11-01,16:24:21.817,js,2024-11-01 16:24:21.817,2961.817,False,,1.0
433,2024-11-01,16:24:30.925,js,2024-11-01 16:24:30.925,2970.925,True,,1.0
434,2024-11-01,16:24:53.102,js,2024-11-01 16:24:53.102,2993.102,True,,1.0
435,2024-11-01,16:24:55.265,js,2024-11-01 16:24:55.265,2995.265,True,,1.0
436,2024-11-01,16:24:55.848,js,2024-11-01 16:24:55.848,2995.848,False,,1.0
437,2024-11-01,16:25:14.383,js,2024-11-01 16:25:14.383,3014.383,False,,1.0
438,2024-11-01,16:25:25.559,js,2024-11-01 16:25:25.559,3025.559,True,,1.0
439,2024-11-01,16:25:55.172,js,2024-11-01 16:25:55.172,3055.172,False,,1.0
440,2024-11-01,16:26:08.807,js,2024-11-01 16:26:08.807,3068.807,False,,1.0
441,2024-11-01,16:26:31.042,js,2024-11-01 16:26:31.042,3091.042,False,,1.0
442,2024-11-01,16:26:42.919,js,2024-11-01 16:26:42.919,3102.919,False,,1.0
443,2024-11-01,16:26:56.591,js,2024-11-01 16:26:56.591,3116.591,True,,1.0
444,2024-11-01,16:27:00.227,js,2024-11-01 16:27:00.227,3120.227,True,,1.0
445,2024-11-01,16:27:24.743,js,2024-11-01 16:27:24.743,3144.743,True,,1.0
446,2024-11-01,16:27:33.300,js,2024-11-01 16:27:33.300,3153.3,False,,1.0
447,2024-11-01,16:27:33.609,js,2024-11-01 16:27:33.609,3153.609,False,,1.0
448,2024-11-01,16:27:33.896,js,2024-11-01 16:27:33.896,3153.896,False,,1.0
449,2024-11-01,16:27:48.430,js,2024-11-01 16:27:48.430,3168.43,False,,1.0
450,2024-11-01,16:27:48.697,js,2024-11-01 16:27:48.697,3168.697,True,,1.0
451,2024-11-01,16:27:50.206,js,2024-11-01 16:27:50.206,3170.206,False,,1.0
452,2024-11-01,16:28:45.883,js,2024-11-01 16:28:45.883,3225.883,False,,1.0
453,2024-11-01,16:29:02.088,js,2024-11-01 16:29:02.088,3242.088,True,,1.0
454,2024-11-01,16:29:27.465,js,2024-11-01 16:29:27.465,3267.465,False,,1.0
455,2024-11-01,16:29:52.450,js,2024-11-01 16:29:52.450,3292.45,False,,1.0
456,2024-11-01,16:29:52.637,js,2024-11-01 16:29:52.637,3292.637,False,,1.0
457,2024-11-01,16:29:52.883,js,2024-11-01 16:29:52.883,3292.883,False,,1.0
458,2024-11-01,16:29:53.146,js,2024-11-01 16:29:53.146,3293.146,False,,1.0
459,2024-11-01,16:29:53.463,js,2024-11-01 16:29:53.463,3293.463,False,,1.0
460,2024-11-01,16:31:49.840,js,2024-11-01 16:31:49.840,3409.84,True,,0.0
461,2024-11-01,16:32:40.868,js,2024-11-01 16:32:40.868,3460.868,True,,0.0
462,2024-11-01,16:32:58.743,js,2024-11-01 16:32:58.743,3478.743,False,,0.0
463,2024-11-01,16:32:58.950,js,2024-11-01 16:32:58.950,3478.95,False,,0.0
464,2024-11-01,16:33:00.484,js,2024-11-01 16:33:00.484,3480.484,False,,0.0
465,2024-11-01,16:33:28.619,js,2024-11-01 16:33:28.619,3508.619,True,,0.0
466,2024-11-01,16:33:56.445,js,2024-11-01 16:33:56.445,3536.445,True,,0.0
467,2024-11-01,16:33:56.742,js,2024-11-01 16:33:56.742,3536.742,True,,0.0
468,2024-11-01,16:34:07.926,js,2024-11-01 16:34:07.926,3547.926,True,,0.0
469,2024-11-01,16:34:29.707,js,2024-11-01 16:34:29.707,3569.707,True,,0.0
470,2024-11-01,16:34:39.856,js,2024-11-01 16:34:39.856,3579.856,True,,0.0
471,2024-11-01,16:34:40.131,js,2024-11-01 16:34:40.131,3580.131,True,,0.0
472,2024-11-01,16:34:43.791,js,2024-11-01 16:34:43.791,3583.791,True,,0.0
473,2024-11-01,16:34:44.108,js,2024-11-01 16:34:44.108,3584.108,False,,0.0
474,2024-11-01,16:34:50.629,js,2024-11-01 16:34:50.629,3590.629,False,,0.0
475,2024-11-01,16:35:45.341,js,2024-11-01 16:35:45.341,3645.341,False,,0.0
476,2024-11-01,16:36:03.766,js,2024-11-01 16:36:03.766,3663.766,False,,0.0
477,2024-11-01,16:36:14.792,js,2024-11-01 16:36:14.792,3674.792,False,,0.0
478,2024-11-01,16:36:26.702,js,2024-11-01 16:36:26.702,3686.702,False,,0.0
479,2024-11-01,16:36:26.934,js,2024-11-01 16:36:26.934,3686.934,False,,0.0
480,2024-11-01,16:36:27.234,js,2024-11-01 16:36:27.234,3687.234,False,,0.0
481,2024-11-01,16:36:30.601,js,2024-11-01 16:36:30.601,3690.601,False,,0.0
482,2024-11-01,16:36:35.151,js,2024-11-01 16:36:35.151,3695.151,True,,0.0
483,2024-11-01,16:36:38.102,js,2024-11-01 16:36:38.102,3698.102,False,,0.0
484,2024-11-01,16:36:45.220,js,2024-11-01 16:36:45.220,3705.22,False,,0.0
485,2024-11-01,16:36:45.536,js,2024-11-01 16:36:45.536,3705.536,False,,0.0
486,2024-11-01,16:37:01.322,js,2024-11-01 16:37:01.322,3721.322,True,,0.0
487,2024-11-01,16:37:38.153,js,2024-11-01 16:37:38.153,3758.153,True,,0.0
488,2024-11-01,16:37:39.396,js,2024-11-01 16:37:39.396,3759.396,False,,0.0
489,2024-11-01,16:37:40.627,js,2024-11-01 16:37:40.627,3760.627,False,,0.0
490,2024-11-01,16:38:03.966,js,2024-11-01 16:38:03.966,3783.966,False,,0.0
491,2024-11-01,16:38:15.434,js,2024-11-01 16:38:15.434,3795.434,False,,0.0
492,2024-11-01,16:38:31.701,js,2024-11-01 16:38:31.701,3811.701,True,,0.0
493,2024-11-01,16:38:50.394,js,2024-11-01 16:38:50.394,3830.394,True,,0.0
494,2024-11-01,16:38:50.552,js,2024-11-01 16:38:50.552,3830.552,False,,0.0
495,2024-11-01,16:38:54.136,js,2024-11-01 16:38:54.136,3834.136,False,,0.0
496,2024-11-01,16:38:56.911,js,2024-11-01 16:38:56.911,3836.911,True,,0.0
497,2024-11-01,16:39:03.052,js,2024-11-01 16:39:03.052,3843.052,True,,0.0
498,2024-11-01,16:39:25.284,js,2024-11-01 16:39:25.284,3865.284,True,,0.0
499,2024-11-01,16:39:28.992,js,2024-11-01 16:39:28.992,3868.992,False,,0.0
500,2024-11-01,16:39:39.206,js,2024-11-01 16:39:39.206,3879.206,False,,0.0
501,2024-11-01,16:39:39.389,js,2024-11-01 16:39:39.389,3879.389,False,,0.0
502,2024-11-01,16:39:40.889,js,2024-11-01 16:39:40.889,3880.889,False,,0.0
503,2024-11-01,16:42:44.238,js,2024-11-01 16:42:44.238,4064.238,False,,1.0
504,2024-11-01,16:43:11.939,js,2024-11-01 16:43:11.939,4091.939,False,,1.0
505,2024-11-01,16:43:15.899,js,2024-11-01 16:43:15.899,4095.899,True,,1.0
506,2024-11-01,16:43:16.796,js,2024-11-01 16:43:16.796,4096.796,False,,1.0
507,2024-11-01,16:43:22.750,js,2024-11-01 16:43:22.750,4102.75,False,,1.0
508,2024-11-01,16:43:23.051,js,2024-11-01 16:43:23.051,4103.051,False,,1.0
509,2024-11-01,16:43:25.134,js,2024-11-01 16:43:25.134,4105.134,False,,1.0
510,2024-11-01,16:43:25.560,js,2024-11-01 16:43:25.560,4105.56,False,,1.0
511,2024-11-01,16:43:36.919,js,2024-11-01 16:43:36.919,4116.919,True,,1.0
512,2024-11-01,16:43:37.202,js,2024-11-01 16:43:37.202,4117.202,False,,1.0
513,2024-11-01,16:43:43.719,js,2024-11-01 16:43:43.719,4123.719,False,,1.0
514,2024-11-01,16:43:43.936,js,2024-11-01 16:43:43.936,4123.936,False,,1.0
515,2024-11-01,16:43:54.845,js,2024-11-01 16:43:54.845,4134.845,False,,1.0
516,2024-11-01,16:44:09.146,js,2024-11-01 16:44:09.146,4149.146,False,,1.0
517,2024-11-01,16:44:20.455,js,2024-11-01 16:44:20.455,4160.455,False,,1.0
518,2024-11-01,16:44:26.656,js,2024-11-01 16:44:26.656,4166.656,False,,1.0
519,2024-11-01,16:44:33.623,js,2024-11-01 16:44:33.623,4173.623,False,,1.0
520,2024-11-01,16:44:33.972,js,2024-11-01 16:44:33.972,4173.972,False,,1.0
521,2024-11-01,16:44:44.593,js,2024-11-01 16:44:44.593,4184.593,True,,1.0
522,2024-11-01,16:44:57.890,js,2024-11-01 16:44:57.890,4197.89,False,,1.0
523,2024-11-01,16:45:02.541,js,2024-11-01 16:45:02.541,4202.541,False,,1.0
524,2024-11-01,16:45:19.751,js,2024-11-01 16:45:19.751,4219.751,False,,1.0
525,2024-11-01,16:45:20.134,js,2024-11-01 16:45:20.134,4220.134,True,,1.0
526,2024-11-01,16:45:54.694,js,2024-11-01 16:45:54.694,4254.694,False,,1.0
527,2024-11-01,16:46:11.921,js,2024-11-01 16:46:11.921,4271.921,True,,1.0
528,2024-11-01,16:46:28.364,js,2024-11-01 16:46:28.364,4288.364,False,,1.0
529,2024-11-01,16:46:28.630,js,2024-11-01 16:46:28.630,4288.63,False,,1.0
530,2024-11-01,16:46:29.222,js,2024-11-01 16:46:29.222,4289.222,False,,1.0
531,2024-11-01,16:46:29.589,js,2024-11-01 16:46:29.589,4289.589,False,,1.0
532,2024-11-01,16:46:43.648,js,2024-11-01 16:46:43.648,4303.648,True,,1.0
533,2024-11-01,16:46:45.873,js,2024-11-01 16:46:45.873,4305.873,False,,1.0
534,2024-11-01,16:46:53.174,js,2024-11-01 16:46:53.174,4313.174,True,,1.0
535,2024-11-01,16:46:57.140,js,2024-11-01 16:46:57.140,4317.14,False,,1.0
536,2024-11-01,16:46:57.399,js,2024-11-01 16:46:57.399,4317.399,False,,1.0
537,2024-11-01,16:46:57.649,js,2024-11-01 16:46:57.649,4317.649,False,,1.0
538,2024-11-01,16:47:02.849,js,2024-11-01 16:47:02.849,4322.849,False,,1.0
539,2024-11-01,16:47:06.591,js,2024-11-01 16:47:06.591,4326.591,True,,1.0
540,2024-11-01,16:47:18.959,js,2024-11-01 16:47:18.959,4338.959,False,,1.0
541,2024-11-01,16:47:25.358,js,2024-11-01 16:47:25.358,4345.358,False,,1.0
542,2024-11-01,16:47:27.936,js,2024-11-01 16:47:27.936,4347.936,False,,1.0
543,2024-11-01,16:47:31.208,js,2024-11-01 16:47:31.208,4351.208,False,,1.0
544,2024-11-01,16:47:36.985,js,2024-11-01 16:47:36.985,4356.985,False,,1.0
545,2024-11-01,16:47:37.226,js,2024-11-01 16:47:37.226,4357.226,False,,1.0
546,2024-11-01,16:47:52.335,js,2024-11-01 16:47:52.335,4372.335,False,,1.0
547,2024-11-01,16:47:54.645,js,2024-11-01 16:47:54.645,4374.645,True,,1.0
548,2024-11-01,16:48:07.504,js,2024-11-01 16:48:07.504,4387.504,True,,1.0
549,2024-11-01,16:48:15.112,js,2024-11-01 16:48:15.112,4395.112,True,,1.0
550,2024-11-01,16:48:27.561,js,2024-11-01 16:48:27.561,4407.561,False,,1.0
551,2024-11-01,16:48:27.729,js,2024-11-01 16:48:27.729,4407.729,False,,1.0
552,2024-11-01,16:48:32.009,js,2024-11-01 16:48:32.009,4412.009,True,,1.0
553,2024-11-01,16:48:36.718,js,2024-11-01 16:48:36.718,4416.718,False,,1.0
554,2024-11-01,16:48:41.135,js,2024-11-01 16:48:41.135,4421.135,False,,1.0
555,2024-11-01,16:48:41.443,js,2024-11-01 16:48:41.443,4421.443,False,,1.0
556,2024-11-01,16:48:41.835,js,2024-11-01 16:48:41.835,4421.835,False,,1.0
557,2024-11-01,16:48:46.222,js,2024-11-01 16:48:46.222,4426.222,False,,1.0
558,2024-11-01,16:48:57.374,js,2024-11-01 16:48:57.374,4437.374,False,,1.0
559,2024-11-01,16:49:13.758,js,2024-11-01 16:49:13.758,4453.758,True,,1.0
560,2024-11-01,16:49:17.042,js,2024-11-01 16:49:17.042,4457.042,False,,1.0
561,2024-11-01,16:49:20.550,js,2024-11-01 16:49:20.550,4460.55,False,,1.0
562,2024-11-01,16:49:26.067,js,2024-11-01 16:49:26.067,4466.067,False,,1.0
563,2024-11-01,16:49:44.377,js,2024-11-01 16:49:44.377,4484.377,False,,1.0
564,2024-11-01,16:49:51.377,js,2024-11-01 16:49:51.377,4491.377,True,,1.0
565,2024-11-01,16:50:02.648,js,2024-11-01 16:50:02.648,4502.648,False,,1.0
566,2024-11-01,16:50:02.824,js,2024-11-01 16:50:02.824,4502.824,True,,1.0
567,2024-11-01,16:51:56.124,js,2024-11-01 16:51:56.124,4616.124,True,,0.0
568,2024-11-01,16:52:02.839,js,2024-11-01 16:52:02.839,4622.839,False,,0.0
569,2024-11-01,16:52:03.110,js,2024-11-01 16:52:03.110,4623.11,False,,0.0
570,2024-11-01,16:52:10.212,js,2024-11-01 16:52:10.212,4630.212,False,,0.0
571,2024-11-01,16:52:33.546,js,2024-11-01 16:52:33.546,4653.546,False,,0.0
572,2024-11-01,16:52:33.830,js,2024-11-01 16:52:33.830,4653.83,False,,0.0
573,2024-11-01,16:52:49.456,js,2024-11-01 16:52:49.456,4669.456,True,,0.0
574,2024-11-01,16:52:49.772,js,2024-11-01 16:52:49.772,4669.772,True,,0.0
575,2024-11-01,16:52:52.897,js,2024-11-01 16:52:52.897,4672.897,True,,0.0
576,2024-11-01,16:53:04.739,js,2024-11-01 16:53:04.739,4684.739,True,,0.0
577,2024-11-01,16:53:33.859,js,2024-11-01 16:53:33.859,4713.859,True,,0.0
578,2024-11-01,16:53:39.651,js,2024-11-01 16:53:39.651,4719.651,True,,0.0
579,2024-11-01,16:54:06.560,js,2024-11-01 16:54:06.560,4746.56,False,,0.0
580,2024-11-01,16:54:06.745,js,2024-11-01 16:54:06.745,4746.745,False,,0.0
581,2024-11-01,16:54:11.511,js,2024-11-01 16:54:11.511,4751.511,False,,0.0
582,2024-11-01,16:54:11.670,js,2024-11-01 16:54:11.670,4751.67,False,,0.0
583,2024-11-01,16:54:23.505,js,2024-11-01 16:54:23.505,4763.505,False,,0.0
584,2024-11-01,16:54:25.887,js,2024-11-01 16:54:25.887,4765.887,False,,0.0
585,2024-11-01,16:54:41.780,js,2024-11-01 16:54:41.780,4781.78,False,,0.0
586,2024-11-01,16:54:43.610,js,2024-11-01 16:54:43.610,4783.61,True,,0.0
587,2024-11-01,16:55:05.811,js,2024-11-01 16:55:05.811,4805.811,False,,0.0
588,2024-11-01,16:55:27.940,js,2024-11-01 16:55:27.940,4827.94,True,,0.0
589,2024-11-01,16:55:33.792,js,2024-11-01 16:55:33.792,4833.792,True,,0.0
590,2024-11-01,16:55:33.942,js,2024-11-01 16:55:33.942,4833.942,False,,0.0
591,2024-11-01,16:55:41.617,js,2024-11-01 16:55:41.617,4841.617,True,,0.0
592,2024-11-01,16:55:48.301,js,2024-11-01 16:55:48.301,4848.301,False,,0.0
593,2024-11-01,16:55:54.444,js,2024-11-01 16:55:54.444,4854.444,True,,0.0
594,2024-11-01,16:56:02.327,js,2024-11-01 16:56:02.327,4862.327,False,,0.0
595,2024-11-01,16:56:05.144,js,2024-11-01 16:56:05.144,4865.144,False,,0.0
596,2024-11-01,16:56:21.012,js,2024-11-01 16:56:21.012,4881.012,False,,0.0
597,2024-11-01,16:56:21.545,js,2024-11-01 16:56:21.545,4881.545,True,,0.0
598,2024-11-01,16:56:40.942,js,2024-11-01 16:56:40.942,4900.942,True,,0.0
599,2024-11-01,16:56:45.544,js,2024-11-01 16:56:45.544,4905.544,False,,0.0
600,2024-11-01,16:56:45.713,js,2024-11-01 16:56:45.713,4905.713,False,,0.0
601,2024-11-01,16:56:54.231,js,2024-11-01 16:56:54.231,4914.231,False,,0.0
602,2024-11-01,16:57:07.298,js,2024-11-01 16:57:07.298,4927.298,False,,0.0
603,2024-11-01,16:57:16.249,js,2024-11-01 16:57:16.249,4936.249,True,,0.0
604,2024-11-01,16:57:20.325,js,2024-11-01 16:57:20.325,4940.325,False,,0.0
605,2024-11-01,16:57:31.408,js,2024-11-01 16:57:31.408,4951.408,False,,0.0
606,2024-11-01,16:57:42.359,js,2024-11-01 16:57:42.359,4962.359,False,,0.0
607,2024-11-01,16:57:57.327,js,2024-11-01 16:57:57.327,4977.327,False,,0.0
608,2024-11-01,16:57:57.743,js,2024-11-01 16:57:57.743,4977.743,False,,0.0
