count,date,time,id8 130 
1,2024-11-08,10:30:53.758
2,2024-11-08,10:30:59.929
3,2024-11-08,10:31:43.767
4,2024-11-08,10:32:18.929
5,2024-11-08,10:32:29.961
6,2024-11-08,10:33:35.149
7,2024-11-08,10:33:40.875
8,2024-11-08,10:34:51.482
9,2024-11-08,10:37:18.391
10,2024-11-08,10:37:19.341
11,2024-11-08,10:37:26.624
12,2024-11-08,10:43:51.799
13,2024-11-08,10:44:48.556
14,2024-11-08,10:45:15.017
15,2024-11-08,10:45:30.276
16,2024-11-08,10:45:32.674
17,2024-11-08,10:45:42.340
18,2024-11-08,10:45:42.514
19,2024-11-08,10:45:56.039
20,2024-11-08,10:46:42.490
21,2024-11-08,10:47:28.409
22,2024-11-08,10:47:34.902
23,2024-11-08,10:48:37.376
24,2024-11-08,10:52:35.821
25,2024-11-08,10:52:36.235
26,2024-11-08,10:52:50.611
27,2024-11-08,10:52:50.754
28,2024-11-08,10:53:12.824
29,2024-11-08,10:53:17.847
30,2024-11-08,10:53:18.008
31,2024-11-08,10:53:40.357
32,2024-11-08,10:53:48.237
33,2024-11-08,10:53:48.384
34,2024-11-08,10:53:55.357
35,2024-11-08,10:54:03.883
36,2024-11-08,10:54:11.887
37,2024-11-08,10:54:12.051
38,2024-11-08,10:54:37.955
39,2024-11-08,10:54:50.020
40,2024-11-08,10:55:27.347
41,2024-11-08,10:55:32.365
42,2024-11-08,10:55:52.827
43,2024-11-08,10:56:02.378
44,2024-11-08,10:56:09.725
45,2024-11-08,10:56:11.320
46,2024-11-08,10:56:30.648
47,2024-11-08,10:56:34.348
48,2024-11-08,10:56:34.540
49,2024-11-08,10:56:44.014
50,2024-11-08,10:56:58.409
51,2024-11-08,10:56:58.558
52,2024-11-08,10:57:07.168
53,2024-11-08,10:57:07.376
54,2024-11-08,10:57:09.330
55,2024-11-08,10:57:14.655
56,2024-11-08,10:57:24.413
57,2024-11-08,10:57:33.007
58,2024-11-08,10:57:38.819
59,2024-11-08,10:57:39.016
60,2024-11-08,10:57:43.644
61,2024-11-08,10:57:44.410
62,2024-11-08,10:57:54.246
63,2024-11-08,10:58:12.347
64,2024-11-08,10:58:40.161
65,2024-11-08,10:58:40.322
66,2024-11-08,10:58:40.455
67,2024-11-08,10:58:47.117
68,2024-11-08,10:58:47.283
69,2024-11-08,10:58:47.447
70,2024-11-08,10:58:47.646
71,2024-11-08,10:58:47.821
72,2024-11-08,10:59:27.035
73,2024-11-08,10:59:27.645
74,2024-11-08,10:59:41.035
75,2024-11-08,10:59:54.096
76,2024-11-08,11:02:58.668
77,2024-11-08,11:03:01.150
78,2024-11-08,11:03:08.583
79,2024-11-08,11:03:10.792
80,2024-11-08,11:03:15.419
81,2024-11-08,11:03:25.583
82,2024-11-08,11:03:26.376
83,2024-11-08,11:03:44.837
84,2024-11-08,11:03:44.982
85,2024-11-08,11:04:10.313
86,2024-11-08,11:04:36.565
87,2024-11-08,11:04:44.627
88,2024-11-08,11:04:57.737
89,2024-11-08,11:04:58.016
90,2024-11-08,11:04:58.957
91,2024-11-08,11:05:47.294
92,2024-11-08,11:05:47.503
93,2024-11-08,11:05:47.711
94,2024-11-08,11:06:07.840
95,2024-11-08,11:06:07.990
96,2024-11-08,11:06:08.138
97,2024-11-08,11:06:23.597
98,2024-11-08,11:06:32.715
99,2024-11-08,11:06:32.950
100,2024-11-08,11:06:44.631
101,2024-11-08,11:07:02.167
102,2024-11-08,11:07:28.611
103,2024-11-08,11:07:31.336
104,2024-11-08,11:07:37.302
105,2024-11-08,11:07:43.712
106,2024-11-08,11:08:20.071
107,2024-11-08,11:08:46.169
108,2024-11-08,11:08:50.402
109,2024-11-08,11:09:02.638
110,2024-11-08,11:09:02.817
111,2024-11-08,11:09:06.360
112,2024-11-08,11:09:06.522
113,2024-11-08,11:09:12.364
114,2024-11-08,11:09:35.728
115,2024-11-08,11:09:49.914
116,2024-11-08,11:09:57.830
117,2024-11-08,11:09:58.021
118,2024-11-08,11:09:58.216
119,2024-11-08,11:10:00.816
120,2024-11-08,11:11:20.548
121,2024-11-08,11:12:03.101
122,2024-11-08,11:12:10.108
123,2024-11-08,11:12:20.836
124,2024-11-08,11:12:20.992
125,2024-11-08,11:12:52.372
126,2024-11-08,11:12:52.620
127,2024-11-08,11:13:01.980
128,2024-11-08,11:13:02.421
129,2024-11-08,11:13:02.779
130,2024-11-08,11:13:03.104
