count,date,time,id2 90 
1,2024-11-08,10:33:50.567
2,2024-11-08,10:33:50.801
3,2024-11-08,10:34:04.463
4,2024-11-08,10:34:09.966
5,2024-11-08,10:35:09.283
6,2024-11-08,10:39:10.702
7,2024-11-08,10:40:07.918
8,2024-11-08,10:40:08.197
9,2024-11-08,10:40:08.447
10,2024-11-08,10:41:21.313
11,2024-11-08,10:41:44.726
12,2024-11-08,10:42:31.799
13,2024-11-08,10:44:43.605
14,2024-11-08,10:44:43.815
15,2024-11-08,10:46:11.321
16,2024-11-08,10:46:12.304
17,2024-11-08,10:46:17.192
18,2024-11-08,10:46:28.196
19,2024-11-08,10:46:47.623
20,2024-11-08,10:48:21.893
21,2024-11-08,10:50:05.413
22,2024-11-08,10:51:23.955
23,2024-11-08,10:51:28.571
24,2024-11-08,10:51:28.885
25,2024-11-08,10:51:32.389
26,2024-11-08,10:52:43.702
27,2024-11-08,10:53:10.555
28,2024-11-08,10:53:41.921
29,2024-11-08,10:53:42.222
30,2024-11-08,10:56:52.878
31,2024-11-08,10:57:28.418
32,2024-11-08,10:57:28.668
33,2024-11-08,10:57:28.934
34,2024-11-08,10:57:39.026
35,2024-11-08,10:58:09.462
36,2024-11-08,10:58:22.547
37,2024-11-08,10:58:23.581
38,2024-11-08,10:58:41.274
39,2024-11-08,10:58:41.536
40,2024-11-08,10:58:41.820
41,2024-11-08,10:58:42.070
42,2024-11-08,10:59:10.055
43,2024-11-08,10:59:22.859
44,2024-11-08,10:59:32.255
45,2024-11-08,10:59:38.810
46,2024-11-08,11:01:03.136
47,2024-11-08,11:01:38.260
48,2024-11-08,11:01:38.593
49,2024-11-08,11:01:38.843
50,2024-11-08,11:01:39.194
51,2024-11-08,11:01:55.852
52,2024-11-08,11:01:56.136
53,2024-11-08,11:01:56.402
54,2024-11-08,11:03:03.562
55,2024-11-08,11:03:03.896
56,2024-11-08,11:04:23.754
57,2024-11-08,11:04:38.527
58,2024-11-08,11:04:38.774
59,2024-11-08,11:04:47.914
60,2024-11-08,11:04:48.177
61,2024-11-08,11:05:12.775
62,2024-11-08,11:05:16.156
63,2024-11-08,11:05:17.075
64,2024-11-08,11:05:23.329
65,2024-11-08,11:05:23.709
66,2024-11-08,11:05:35.542
67,2024-11-08,11:05:35.843
68,2024-11-08,11:05:48.666
69,2024-11-08,11:06:02.668
70,2024-11-08,11:06:10.323
71,2024-11-08,11:06:10.569
72,2024-11-08,11:06:14.039
73,2024-11-08,11:06:17.592
74,2024-11-08,11:06:52.581
75,2024-11-08,11:06:59.041
76,2024-11-08,11:07:24.181
77,2024-11-08,11:07:24.364
78,2024-11-08,11:07:24.915
79,2024-11-08,11:07:29.085
80,2024-11-08,11:08:40.758
81,2024-11-08,11:08:56.528
82,2024-11-08,11:09:04.467
83,2024-11-08,11:09:10.433
84,2024-11-08,11:09:10.864
85,2024-11-08,11:09:33.891
86,2024-11-08,11:09:46.683
87,2024-11-08,11:09:58.742
88,2024-11-08,11:09:59.127
89,2024-11-08,11:10:11.052
90,2024-11-08,11:10:21.831
