count,date,time,id4 129 Passes
1,2024-11-08,10:32:24.879
2,2024-11-08,10:33:24.246
3,2024-11-08,10:33:24.394
4,2024-11-08,10:34:31.889
5,2024-11-08,10:36:30.022
6,2024-11-08,10:36:30.164
7,2024-11-08,10:36:57.572
8,2024-11-08,10:37:18.532
9,2024-11-08,10:37:18.650
10,2024-11-08,10:37:39.527
11,2024-11-08,10:40:04.637
12,2024-11-08,10:41:53.093
13,2024-11-08,10:43:24.855
14,2024-11-08,10:43:29.550
15,2024-11-08,10:43:58.613
16,2024-11-08,10:45:18.905
17,2024-11-08,10:46:07.130
18,2024-11-08,10:47:21.018
19,2024-11-08,10:47:32.487
20,2024-11-08,10:47:38.095
21,2024-11-08,10:47:53.441
22,2024-11-08,10:47:53.587
23,2024-11-08,10:48:02.248
24,2024-11-08,10:52:20.853
25,2024-11-08,10:52:40.292
26,2024-11-08,10:52:57.327
27,2024-11-08,10:52:57.461
28,2024-11-08,10:53:19.739
29,2024-11-08,10:53:29.383
30,2024-11-08,10:54:05.525
31,2024-11-08,10:54:06.077
32,2024-11-08,10:54:06.593
33,2024-11-08,10:54:33.074
34,2024-11-08,10:54:47.663
35,2024-11-08,10:55:35.865
36,2024-11-08,10:55:36.037
37,2024-11-08,10:55:47.010
38,2024-11-08,10:55:47.414
39,2024-11-08,10:55:47.898
40,2024-11-08,10:56:23.761
41,2024-11-08,10:56:37.364
42,2024-11-08,10:56:37.564
43,2024-11-08,10:56:45.631
44,2024-11-08,10:56:56.459
45,2024-11-08,10:57:04.533
46,2024-11-08,10:57:04.667
47,2024-11-08,10:57:22.154
48,2024-11-08,10:57:40.174
49,2024-11-08,10:57:40.366
50,2024-11-08,10:57:40.482
51,2024-11-08,10:57:40.632
52,2024-11-08,10:57:41.349
53,2024-11-08,10:58:15.347
54,2024-11-08,10:58:15.525
55,2024-11-08,10:58:15.659
56,2024-11-08,10:58:15.792
57,2024-11-08,10:58:23.705
58,2024-11-08,10:58:23.848
59,2024-11-08,10:58:47.832
60,2024-11-08,10:58:58.592
61,2024-11-08,10:58:58.772
62,2024-11-08,10:59:18.307
63,2024-11-08,10:59:27.439
64,2024-11-08,10:59:27.608
65,2024-11-08,10:59:37.542
66,2024-11-08,10:59:42.489
67,2024-11-08,10:59:45.606
68,2024-11-08,11:00:47.048
69,2024-11-08,11:00:55.166
70,2024-11-08,11:01:00.336
71,2024-11-08,11:01:00.686
72,2024-11-08,11:01:06.781
73,2024-11-08,11:01:11.740
74,2024-11-08,11:01:15.854
75,2024-11-08,11:01:33.611
76,2024-11-08,11:01:52.072
77,2024-11-08,11:02:10.283
78,2024-11-08,11:02:17.854
79,2024-11-08,11:02:18.056
80,2024-11-08,11:02:39.294
81,2024-11-08,11:02:39.489
82,2024-11-08,11:02:39.889
83,2024-11-08,11:02:40.205
84,2024-11-08,11:02:40.588
85,2024-11-08,11:02:56.239
86,2024-11-08,11:03:04.309
87,2024-11-08,11:03:04.529
88,2024-11-08,11:03:04.779
89,2024-11-08,11:03:05.062
90,2024-11-08,11:03:08.663
91,2024-11-08,11:03:08.865
92,2024-11-08,11:03:13.067
93,2024-11-08,11:03:50.525
94,2024-11-08,11:03:57.437
95,2024-11-08,11:04:16.860
96,2024-11-08,11:04:39.474
97,2024-11-08,11:04:39.648
98,2024-11-08,11:05:06.184
99,2024-11-08,11:05:06.328
100,2024-11-08,11:05:52.420
101,2024-11-08,11:05:56.549
102,2024-11-08,11:06:12.285
103,2024-11-08,11:06:14.218
104,2024-11-08,11:06:14.434
105,2024-11-08,11:06:57.157
106,2024-11-08,11:07:06.031
107,2024-11-08,11:07:06.182
108,2024-11-08,11:07:06.314
109,2024-11-08,11:07:16.682
110,2024-11-08,11:07:16.805
111,2024-11-08,11:07:21.173
112,2024-11-08,11:08:18.597
113,2024-11-08,11:08:19.631
114,2024-11-08,11:08:32.433
115,2024-11-08,11:08:32.782
116,2024-11-08,11:08:33.099
117,2024-11-08,11:08:34.300
118,2024-11-08,11:09:20.223
119,2024-11-08,11:09:23.108
120,2024-11-08,11:09:35.501
121,2024-11-08,11:09:38.568
122,2024-11-08,11:09:52.530
123,2024-11-08,11:09:52.683
124,2024-11-08,11:10:06.367
125,2024-11-08,11:10:14.587
126,2024-11-08,11:10:14.740
127,2024-11-08,11:10:29.196
128,2024-11-08,11:10:29.583
129,2024-11-08,11:10:29.966
